ID,Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,Birthdate
28,Julia Koch & family,46.4,United States,Koch Industries,27,59,"New York, New York",United States,Widowed,3,,False,1966-01-01
34,Beate Heister & Karl Albrecht Jr.,39.2,Germany,supermarkets,34,0,Germany,Germany,,0,,False,0000-01-01
6,Warren Buffett,96.0,United States,Berkshire Hathaway,6,90,"Omaha, Nebraska",United States,"Widowed, Remarried",3,"Master of Science, Columbia University; Bachelor of Arts/Science, University of Nebraska Lincoln",True,1935-01-01
30,Michael Dell,45.1,United States,Dell computers,30,56,"Austin, Texas",United States,Married,4,"Drop Out, The University of Texas at Austin",True,1969-01-01
12,Francoise Bettencourt Meyers & family,73.6,France,L'Oréal,12,67,"Paris, France",France,Married,2,,False,1958-01-01
37,He Xiangjian,37.7,China,home appliances,37,78,"Foshan, China",China,Married,3,,True,1947-01-01
2,Elon Musk,151.0,United States,"Tesla, SpaceX",2,49,"Austin, Texas",United States,In Relationship,7,"Bachelor of Arts/Science, University of Pennsylvania",True,1976-01-01
22,MacKenzie Scott,53.0,United States,Amazon,22,51,"Seattle, Washington",United States,Married,4,"Bachelor of Arts/Science, Princeton University",False,1974-01-01
3,Bernard Arnault & family,150.0,France,LVMH,3,72,"Paris, France",France,Married,5,"Bachelor of Arts/Science, Ecole Polytechnique de Paris",False,1953-01-01
44,Qin Yinglin & family,33.5,China,pig breeding,44,56,"Nanyang, China",China,Married,0,,True,1969-01-01
36,Miriam Adelson,38.2,United States,casinos,36,75,"Las Vegas, Nevada",United States,Widowed,5,"Bachelor of Science, Hebrew University Jerusalem",False,1950-01-01
24,Gautam Adani & family,50.5,India,"infrastructure, commodities",24,58,"Ahmedabad, India",India,Married,2,,True,1967-01-01
41,Alain Wertheimer,34.5,France,Chanel,41,72,"New York, New York",France,Married,3,,False,1953-01-01
11,Amancio Ortega,77.0,Spain,Zara,11,85,"La Coruna, Spain",Spain,Married,3,,True,1940-01-01
23,Daniel Gilbert,51.9,United States,Quicken Loans,23,59,"Franklin, Michigan",United States,Married,5,"Bachelor of Arts/Science, Michigan State University; LLB, Wayne State University",True,1966-01-01
19,Rob Walton,59.5,United States,Walmart,19,76,"Bentonville, Arkansas",United States,Married,3,"Doctor of Jurisprudence, Columbia University; Bachelor of Arts/Science, University of Arkansas",False,1949-01-01
50,Yang Huiyan & family,29.6,China,real estate,50,39,"Foshan, China",China,Married,0,"Bachelor of Arts/Science, Ohio State University",False,1986-01-01
21,Colin Zheng Huang,55.3,China,e-commerce,21,41,"Shanghai, China",China,,0,"Master, University of Wisconsin Madison; Bachelor of Arts/Science, Zhejiang University",True,1984-01-01
8,Larry Page,91.5,United States,Google,8,48,"Palo Alto, California",United States,Married,1,"Master of Science, Stanford University; Bachelor of Arts/Science, University of Michigan",True,1977-01-01
43,Li Ka-shing,33.7,Hong Kong,diversified,43,92,Hong Kong,Hong Kong,Widowed,2,"Drop Out, High School",True,1933-01-01
15,Ma Huateng,65.8,China,internet media,15,49,"Shenzhen, China",China,Married,0,"Bachelor of Arts/Science, Shenzhen University",True,1976-01-01
29,Masayoshi Son,45.4,Japan,"internet, telecom",29,63,"Tokyo, Japan",Japan,Married,2,"Bachelor of Arts/Science, University of California, Berkeley",True,1962-01-01
39,Zhang Yiming,35.6,China,TikTok,39,37,"Beijing, China",China,,0,"Bachelor of Engineering, Nankai University",True,1988-01-01

